,4298.05,4413.08,4446.01,4446.05,4614.04,4659.02,4692.01,4846.01,4953.04,4993.13,4993.15,5001.08,5024.10,5073.08,5105.01,5114.06,5134.09,5137.10,5137.11,5175.08,5184.08,5207.01,5216.04,5238.05,5247.10,5256.06,5262.09,5288.12,5297.02,5303.08,5348.10,5359.11,5359.13,5368.03,5382.06,5391.06,5430.08,5430.10,5445.07,5450.04,5453.01,5470.10,5470.12,5492.05,5509.02,5539.06,5539.08,5561.04,5561.06,5569.06,5578.02,5610.09,5616.01,5653.12,5679.05,5679.08,5687.04,5696.03,5730.08,5788.12,5847.01,5922.04,6022.04,6030.04,6039.06,6072.11,6072.16,6115.06,6115.09,6157.04,6190.03,6206.08,6215.04,6233.04,6306.01,6306.06,6364.07,6364.10,6389.09,6432.08,6432.09,6450.05,6459.04,6459.07,6492.08,6498.10,6526.01,6535.04,6541.03,6551.02,6578.01,6593.15,6611.02,6611.07,6617.09,6626.01,6650.07,6659.09,6691.11,6726.01,6740.01,6740.10,6756.05,6765.01,6779.05,6786.02,6816.07,6830.04,6854.05,6948.10,6955.05,7023.04,7175.05,7188.13,8057.02,8358.03,HB101,HB103,HB105,HB106,HB201,HB202,HB203,HB301,HB302,HB303,HB304,HB305,HB401,HB402,HB407,HB408,HB409,HB410,HB501,HB502,HB503,HB505,HB506,HB601,HB602,HB603,HB608,HB609,HB610,HB611,HB612,JC002,JC003,JC006,JC008,JC009,JC013,JC014,JC018,JC019,JC020,JC022,JC023,JC024,JC027,JC032,JC034,JC035,JC038,JC051,JC052,JC053,JC055,JC057,JC059,JC063,JC065,JC066,JC072,JC074,JC075,JC076,JC077,JC078,JC080,JC081,JC082,JC084,JC093,JC094,JC095,JC097,JC098,JC099,JC102,JC103,JC105,JC107,JC108,JC109,JC110,JC115,JC116,JC117,JC118,JC119,JC120,JC121,JC122,JC123,JC124,JC127,JC130,JC131,JC132,JC133,JC134,JC135,JC137,JC138,JC139,JC140,JC142,JC143,JC144,JC145,JC148,JC149
6072.16,6.3595,5.9714,5.9799,6.0702,5.325,5.6498,5.6318,4.285,3.9852,4.0103,3.8635,3.8702,3.6657,3.5198,3.4,3.5937,4.4376,3.1038,3.3128,3.1681,3.2104,2.963,2.9726,2.978,2.7658,2.92,3.3859,2.7737,2.8396,3.0748,4.3321,2.4248,2.5032,2.5831,2.4147,2.234,2.2562,2.1776,2.6146,4.7196,2.32,2.0491,2.1755,2.0343,1.9513,1.9598,1.7516,2.0031,1.8336,1.6321,1.7444,1.6757,2.8031,1.5192,1.5485,1.6988,1.3777,1.3945,1.2051,1.5871,0.7361,0.5109,1.1053,0.4761,0.2453,0.3452,0.0,0.0759,0.4213,0.3905,0.48,1.9513,1.2661,0.871,0.7017,0.8408,1.7701,1.8417,2.6072,2.6703,2.7016,1.5295,1.2882,1.5003,1.6302,3.318,1.8186,1.7983,3.2786,2.7344,1.8603,2.727,2.0121,1.9882,3.5877,3.0296,3.8944,3.3171,3.8689,2.3877,3.2454,3.1561,2.6105,2.3993,3.2804,2.7739,3.1893,4.2772,3.0135,3.6505,3.3912,3.7522,4.7365,5.7121,12.2631,13.5219,2.1487,1.9203,2.182,2.0267,2.0175,2.2097,2.4659,2.5396,2.5302,2.4619,2.8694,2.9537,3.0782,2.873,2.6709,3.1476,2.5789,3.022,2.4945,2.1928,2.8374,2.5348,2.7604,2.3059,1.8819,2.0716,2.3485,2.0076,2.7447,1.877,2.1833,3.6845,4.0487,3.4319,2.5563,3.5406,4.2004,3.6784,4.6008,4.5055,5.2685,3.9875,4.1859,3.9415,3.7444,3.9914,3.8453,4.2697,3.9619,7.0155,5.2812,6.3826,5.4857,3.3133,3.1448,6.959,5.2027,2.7592,4.107,3.869,3.9753,4.2566,5.9976,5.6482,4.4459,4.0867,3.7367,5.8746,5.8256,5.7023,5.9032,4.0291,3.0528,4.4504,3.8378,4.8686,3.5485,7.2031,7.7759,5.0764,4.6004,3.8882,3.546,5.3345,5.7423,6.3408,6.2339,6.3417,6.7402,6.7417,7.5088,7.201,8.1699,8.1013,7.9755,7.6759,8.2485,8.7439,8.6074,8.4753,8.6782,8.2155,7.5307,7.4996,8.6926,7.0724,3.3938,3.4697
6115.06,6.4351,6.047,6.0552,6.145,5.4009,5.7209,5.7,4.3592,4.0608,4.0856,3.9388,3.9422,3.7414,3.5929,3.4745,3.6649,4.4959,3.1795,3.3883,3.2428,3.2823,3.0389,3.0468,3.0535,2.8415,2.9917,3.4542,2.8472,2.9092,3.146,4.3828,2.5004,2.5786,2.6523,2.4883,2.3099,2.3315,2.2534,2.6784,4.7582,2.3892,2.1223,2.2488,2.1077,2.0238,2.0346,1.8271,2.0739,1.9043,1.7076,1.8173,1.7516,2.8509,1.5935,1.6183,1.7675,1.4535,1.4633,1.2776,1.6311,0.8091,0.5823,1.1292,0.5134,0.2532,0.3181,0.0759,0.0,0.3525,0.3339,0.4094,1.9362,1.2428,0.7971,0.626,0.7657,1.7299,1.8003,2.5805,2.6374,2.6683,1.4718,1.2158,1.4265,1.565,3.2885,1.7605,1.7257,3.245,2.6913,1.7862,2.6772,1.9419,1.9159,3.5484,2.9848,3.8595,3.2731,3.8306,2.3153,3.1926,3.1035,2.5391,2.3244,3.2222,2.7095,3.1283,4.2353,2.9485,3.5902,3.3212,3.6846,4.6723,5.6588,12.2044,13.4553,2.158,1.9268,2.1856,2.0336,1.9671,2.1545,2.4107,2.5256,2.5091,2.4369,2.8443,2.9249,3.0785,2.8702,2.665,3.1391,2.5809,3.0069,2.4606,2.1483,2.8017,2.4893,2.7117,2.2896,1.8611,2.0407,2.345,2.0126,2.7022,1.8665,2.189,3.7389,4.0897,3.4728,2.5873,3.5642,4.2463,3.7227,4.604,4.516,5.2889,3.9864,4.2119,3.9296,3.7717,4.0248,3.8505,4.3067,4.0151,7.036,5.322,6.3971,5.5024,3.296,3.1153,6.9885,5.2004,2.7923,4.1588,3.8996,3.9997,4.2873,6.0211,5.6825,4.4287,4.1096,3.7725,5.906,5.8404,5.7148,5.923,4.0728,3.0905,4.4839,3.8874,4.8735,3.5536,7.2337,7.8068,5.0853,4.6402,3.9274,3.5972,5.3715,5.779,6.3746,6.2647,6.3674,6.765,6.775,7.5313,7.2374,8.1983,8.1261,8.0129,7.7159,8.2824,8.7729,8.6426,8.5132,8.7191,8.2598,7.5588,7.5313,8.7256,7.088,3.4376,3.5143
6115.09,6.7619,6.374,6.3877,6.4817,5.7173,6.0708,6.0524,4.6364,4.3593,4.3798,4.232,4.1949,4.0443,3.8589,3.7553,3.9115,4.8411,3.4832,3.6873,3.5274,3.5365,3.3469,3.3262,3.385,3.145,3.2437,3.8065,3.1186,3.1437,3.4958,4.7151,2.8049,2.8776,2.8854,2.8324,2.6317,2.6293,2.5603,3.0297,5.062,2.7411,2.3934,2.5197,2.4525,2.2885,2.3241,2.1294,2.4244,2.2549,2.0398,2.0873,2.0638,3.1785,1.8808,1.9698,2.1196,1.7812,1.7031,1.5493,1.9539,1.0944,0.8655,1.4099,0.8389,0.3853,0.5246,0.4213,0.3525,0.0,0.1114,0.3315,2.0674,1.3566,0.4621,0.3807,0.5259,1.7446,1.8066,2.6509,2.6769,2.7049,1.3853,1.0023,1.1865,1.4159,3.3392,1.663,1.4969,3.2751,2.6749,1.5343,2.6213,1.7384,1.6895,3.5468,2.9557,3.8794,3.2464,3.8323,2.0822,3.1133,3.0261,2.3165,2.0535,3.1068,2.5511,2.9935,4.2156,2.7839,3.4578,3.1089,3.4939,4.5063,5.5676,12.0711,13.2636,2.0675,1.8273,2.0684,1.9342,1.6447,1.8193,2.0749,2.329,2.2843,2.1975,2.6017,2.6686,2.938,2.7173,2.5009,2.9606,2.4515,2.8024,2.1886,1.8423,2.5218,2.1793,2.3916,2.0859,1.6446,1.7826,2.1943,1.9046,2.4005,1.6931,2.0814,3.8663,4.1393,3.5246,2.5951,3.5272,4.3222,3.792,4.4684,4.4133,5.2296,3.8346,4.184,3.7334,3.7518,4.0345,3.7271,4.3341,4.1339,6.974,5.3659,6.3081,5.4253,3.0813,2.8555,6.9708,5.0397,2.8084,4.269,3.8956,3.965,4.2822,5.975,5.6911,4.2099,4.067,3.7959,5.8993,5.7538,5.618,5.8597,4.137,3.1278,4.4919,3.9853,4.7449,3.4313,7.2213,7.7947,4.9739,4.6811,3.9679,3.7062,5.3956,5.8008,6.3799,6.2544,6.3316,6.7238,6.7765,7.4782,7.2544,8.1729,8.0833,8.0341,7.7513,8.2853,8.7502,8.6519,8.5368,8.759,8.3183,7.5329,7.5234,8.7234,7.0032,3.5053,3.5863
6157.04,6.6906,6.3029,6.3204,6.4178,5.6404,6.0238,6.0149,4.545,4.2751,4.2939,4.146,4.0977,3.9619,3.7649,3.6655,3.8131,4.8278,3.4016,3.6036,3.439,3.4399,3.2673,3.2363,3.3183,3.0637,3.1469,3.7692,3.0267,3.0435,3.4496,4.7165,2.7243,2.7948,2.7851,2.7777,2.5596,2.5464,2.4811,3.0041,5.0839,2.7015,2.3023,2.4283,2.399,2.1958,2.2387,2.0491,2.3807,2.2115,1.9755,1.9965,1.9881,3.1838,1.7957,1.9294,2.0824,1.7147,1.6062,1.4608,1.9625,1.0132,0.7868,1.4408,0.8437,0.2961,0.5682,0.3905,0.3339,0.1114,0.0,0.4273,2.1474,1.4378,0.5439,0.4911,0.6355,1.8446,1.9078,2.7439,2.7749,2.8034,1.4946,1.1119,1.2927,1.5273,3.4361,1.7732,1.6038,3.375,2.7799,1.6378,2.7298,1.8475,1.7964,3.6508,3.0622,3.981,3.3529,3.9361,2.1878,3.2234,3.1361,2.4232,2.152,3.2181,2.6622,3.1048,4.3217,2.8947,3.5691,3.2162,3.6031,4.6168,5.6785,12.1824,13.3719,1.9707,1.7316,1.9766,1.8387,1.6339,1.8208,2.077,2.2576,2.2223,2.1409,2.5469,2.6196,2.8524,2.6344,2.4206,2.8847,2.3628,2.7341,2.1464,1.8192,2.4839,2.1592,2.3791,2.0164,1.5783,1.7332,2.1101,1.8106,2.375,1.6136,1.9877,3.7553,4.0291,3.4142,2.487,3.4241,4.2111,3.681,4.3827,4.3208,5.1302,3.7524,4.0801,3.6633,3.6468,3.9268,3.6384,4.2252,4.0227,6.8753,5.2562,6.2137,5.3287,3.0167,2.8082,6.8663,4.9603,2.6998,4.1577,3.7891,3.8618,4.1759,5.8739,5.5838,4.1473,3.9649,3.6871,5.7935,5.6589,5.5248,5.761,4.0262,3.0179,4.3845,3.8739,4.6578,3.3421,7.1163,7.6898,4.8833,4.5714,3.8581,3.5949,5.2871,5.6925,6.273,6.149,6.2292,6.6222,6.67,7.3783,7.1467,8.0694,7.982,7.9261,7.6423,8.1788,8.6464,8.5449,8.4287,8.6497,8.208,7.4294,7.4179,8.6174,6.9082,3.3943,3.4752
6190.03,6.7983,6.4101,6.4097,6.4912,5.7774,6.023,5.9746,4.7613,4.4529,4.4803,4.3341,4.3502,4.1311,3.9987,3.8758,4.0737,4.6956,3.5694,3.7809,3.6429,3.6903,3.4258,3.4491,3.4142,3.2321,3.4,3.735,3.2521,3.3185,3.4543,4.5317,2.8912,2.9727,3.0617,2.8237,2.6863,2.7269,2.6432,2.9274,4.8289,2.6837,2.5282,2.6545,2.4437,2.431,2.4346,2.2214,2.3836,2.2153,2.0738,2.2238,2.1394,2.9908,1.9958,1.9254,2.0629,1.828,1.8726,1.6849,1.7689,1.2157,0.9908,1.1792,0.7093,0.5995,0.3288,0.48,0.4094,0.3315,0.4273,0.0,1.7418,1.0311,0.5326,0.2693,0.3831,1.4174,1.4811,2.3195,2.3477,2.3761,1.0902,0.809,1.0247,1.1611,3.0092,1.3754,1.3193,2.9477,2.357,1.3859,2.317,1.5326,1.5086,3.226,2.6422,3.5542,2.9325,3.511,1.9084,2.8202,2.732,2.1305,1.9297,2.8332,2.3061,2.732,3.9004,2.544,3.1953,2.9118,3.2764,4.2685,5.2825,11.8116,13.0479,2.3972,2.1575,2.3998,2.2646,1.8856,2.0329,2.2842,2.6521,2.5987,2.5062,2.9074,2.9664,3.2689,3.0473,2.8298,3.2867,2.7829,3.1224,2.4783,2.1036,2.8038,2.4327,2.6289,2.4078,1.9645,2.0838,2.5249,2.2355,2.6623,2.022,2.4124,4.1251,4.4371,3.8209,2.9057,3.8505,4.6087,4.0811,4.7991,4.7447,5.5575,4.1641,4.5058,4.0545,4.0715,4.3463,4.0586,4.6404,4.398,7.3026,5.6668,6.6391,5.7552,3.3975,3.1505,7.2914,5.3676,3.1167,4.5381,4.2113,4.2881,4.5985,6.3011,6.0042,4.5229,4.3918,4.1031,6.2168,6.0846,5.9492,6.1882,4.4287,3.4292,4.8045,4.2607,5.076,3.7627,7.5406,8.1141,5.3054,4.9827,4.2691,3.9754,5.7036,6.1098,6.6942,6.5729,6.6559,7.0492,7.092,7.8056,7.5654,8.4954,8.4092,8.3439,8.0562,8.6008,9.0722,8.9656,8.846,9.0624,8.6142,7.8554,7.8416,9.0403,7.334,3.7948,3.8739
6206.08,6.8955,6.5218,6.4484,6.4613,6.042,5.7132,5.5065,5.4041,4.9655,5.0247,4.8966,5.163,4.6374,4.7644,4.5628,4.9368,3.9322,4.1285,4.3522,4.3281,4.5447,3.9676,4.1878,3.724,3.8355,4.2913,3.4863,4.0587,4.2976,3.4047,3.5592,3.5399,3.6474,4.071,3.0506,3.2319,3.4497,3.3185,2.6497,3.5436,2.7021,3.4354,3.5428,2.7583,3.3845,3.2616,3.0178,2.5644,2.4537,2.6767,3.1898,2.8907,2.1859,2.9299,2.2467,2.274,2.5577,3.022,2.7652,1.4455,2.4,2.2749,1.1224,1.6044,2.1888,1.6191,1.9513,1.9362,2.0674,2.1474,1.7418,0.0,0.7109,2.1378,1.8673,1.8306,0.6842,0.7153,0.7412,0.9029,0.9397,1.1952,1.7227,1.8678,1.4672,1.4491,1.2376,1.8998,1.4688,1.1985,2.0534,1.3906,1.8425,1.962,1.8564,1.4834,2.0767,1.7117,2.1059,2.209,1.8965,1.8159,2.2784,2.4701,2.112,1.9896,2.1489,2.5601,2.192,2.5049,2.7746,2.9286,3.6419,4.1914,10.7954,12.3199,4.0933,3.8601,4.1147,3.9672,3.5198,3.6069,3.8356,4.3939,4.3357,4.2376,4.6336,4.6808,4.9986,4.7818,4.5675,5.0279,4.5059,4.8631,4.1835,3.7669,4.4921,4.0725,4.2291,4.1495,3.7058,3.8086,4.2573,3.944,4.3137,3.7599,4.1211,5.429,5.9228,5.3119,4.4882,5.4873,6.0335,5.5307,6.5283,6.4513,7.2185,5.8998,6.1273,5.7955,5.6835,5.9091,5.7799,6.1681,5.7176,8.965,7.1504,8.3331,7.437,5.1352,4.8594,8.8872,7.1069,4.6833,5.8778,5.798,5.9201,6.1842,7.9433,7.5573,6.256,6.0339,5.6441,7.7968,7.7763,7.6509,7.8535,5.8831,4.9549,6.3664,5.639,6.8014,5.4831,9.1265,9.6979,7.0193,6.4797,5.7756,5.3332,7.2286,7.6367,8.2504,8.1581,8.2824,8.683,8.6537,9.4557,9.0946,10.1017,10.0434,9.8611,9.5431,10.1549,10.6728,10.5058,10.3561,10.5346,10.0426,9.4637,9.4184,10.6034,9.0235,5.2536,5.3219
6215.04,6.7888,6.4061,6.3618,6.4031,5.86,5.7652,5.6244,5.0674,4.6726,4.7204,4.5835,4.7599,4.3416,4.373,4.1973,4.5123,4.161,3.8025,4.0263,3.959,4.1177,3.6444,3.7962,3.4843,3.4858,3.8468,3.4728,3.6399,3.8224,3.3028,3.8804,3.1651,3.2662,3.5813,2.8203,2.8848,3.0451,2.9267,2.6171,4.0176,2.5415,2.9657,3.0826,2.4783,2.8976,2.8139,2.5714,2.3272,2.1853,2.2819,2.6926,2.4543,2.3848,2.4333,1.928,2.0028,2.1104,2.4611,2.2155,1.3209,1.8024,1.6449,0.7484,0.9892,1.4959,0.9248,1.2661,1.2428,1.3566,1.4378,1.0311,0.7109,0.0,1.4488,1.1695,1.1494,0.6154,0.694,1.3425,1.4213,1.4545,0.7861,1.1456,1.3372,1.0573,2.0568,0.986,1.4659,2.0296,1.5544,1.6076,1.6249,1.5079,1.5855,2.3652,1.8592,2.6483,2.1337,2.6393,1.9214,2.1662,2.0769,2.0609,2.1096,2.2892,1.9578,2.2594,3.0674,2.1934,2.6861,2.7125,2.9672,3.8277,4.5991,11.1996,12.6054,3.3928,3.1576,3.4094,3.2648,2.8417,2.9472,3.1845,3.6832,3.6273,3.5312,3.9292,3.9806,4.2901,4.0721,3.8571,4.3169,3.7989,4.1531,3.4858,3.0814,3.8005,3.3953,3.5651,3.4389,2.9955,3.1042,3.5479,3.2402,3.6336,3.0494,3.4174,4.8552,5.2909,4.6758,3.8205,4.8061,5.4223,4.909,5.8202,5.7498,6.5316,5.1899,5.4519,5.0854,5.0103,5.252,5.0738,5.5231,5.1403,8.2787,6.5227,7.6361,6.7436,4.4266,4.1612,8.2235,6.3962,4.0211,5.2946,5.1331,5.2411,5.5204,7.2631,6.9067,5.5494,5.3519,4.9933,7.1374,7.0799,6.9513,7.1657,5.2614,4.3063,5.7107,5.0415,6.0944,4.7772,8.4665,9.039,6.3157,5.8458,5.1364,4.7408,6.5869,6.9952,7.5997,7.4973,7.6077,8.0062,8.0016,8.7738,8.4543,9.4352,9.3672,9.2259,8.9183,9.5068,10.0087,9.8629,9.7239,9.9162,9.4394,8.7961,8.7618,9.9525,8.3282,4.6277,4.6998
6233.04,7.2236,6.8356,6.8481,6.9403,6.1793,6.5135,6.4816,5.0881,4.8184,4.8376,4.6897,4.6355,4.5045,4.3064,4.2091,4.3493,5.2252,3.9437,4.1467,3.9828,3.9789,3.8082,3.7799,3.8454,3.6057,3.6857,4.2376,3.5696,3.5767,3.9393,5.0642,3.2658,3.3375,3.3185,3.2854,3.0936,3.0891,3.0216,3.4431,5.35,3.1772,2.8457,2.9715,2.9048,2.7386,2.7822,2.5903,2.8665,2.6971,2.4997,2.54,2.5259,3.5233,2.3391,2.4093,2.5546,2.2421,2.1461,2.0047,2.3014,1.5546,1.3265,1.7083,1.2243,0.8394,0.854,0.871,0.7971,0.4621,0.5439,0.5326,2.1378,1.4488,0.0,0.2902,0.311,1.6787,1.7259,2.6208,2.6056,2.6291,1.2119,0.6872,0.814,1.1535,3.2687,1.4536,1.1233,3.1788,2.5311,1.1316,2.4287,1.3875,1.3123,3.4052,2.7894,3.7611,3.0779,3.6914,1.6889,2.8815,2.7982,1.931,1.6229,2.8316,2.2341,2.6969,4.0435,2.4559,3.1582,2.7257,3.13,4.1623,5.3006,11.7463,12.8816,2.2233,1.9819,2.1898,2.0841,1.395,1.519,1.7662,2.3236,2.2318,2.1215,2.5081,2.5468,3.0029,2.7691,2.5416,2.9683,2.5436,2.7714,2.0473,1.6326,2.3545,1.9482,2.1275,2.0773,1.6357,1.6868,2.2644,2.0448,2.1852,1.7519,2.2149,4.2193,4.4175,3.8104,2.849,3.7166,4.6253,4.0924,4.5198,4.5106,5.3771,3.8693,4.3771,3.7008,3.9584,4.2715,3.8035,4.5877,4.478,7.1099,5.6312,6.4117,5.5489,3.0276,2.7231,7.1608,5.05,3.0671,4.6046,4.1188,4.1521,4.5008,6.1348,5.9164,4.1344,4.2438,4.0498,6.1063,5.8633,5.7146,5.9985,4.43,3.4034,4.7234,4.3114,4.8037,3.5131,7.4167,7.989,5.0549,4.9468,4.2382,4.0442,5.6394,6.0402,6.5986,6.4556,6.5023,6.8865,6.9896,7.6236,7.4836,8.3503,8.2399,8.266,7.9996,8.4958,8.9296,8.869,8.7704,9.0101,8.5901,7.7115,7.7233,8.927,7.1096,3.8068,3.8911
6306.01,7.0522,6.664,6.6671,6.7514,6.0241,6.2912,6.2439,4.9814,4.6867,4.7113,4.5643,4.5539,4.3674,4.2107,4.0974,4.2731,4.9592,3.8055,4.0142,3.8666,3.8944,3.6645,3.6691,3.6685,3.4675,3.6024,4.0041,3.4667,3.5096,3.7214,4.786,3.1264,3.2045,3.2516,3.0857,2.9324,2.9573,2.8793,3.1964,5.0613,2.9519,2.7411,2.8676,2.7052,2.6397,2.6589,2.453,2.6499,2.4813,2.3247,2.4351,2.3772,3.2454,2.2169,2.1916,2.3305,2.0745,2.0646,1.8949,2.0274,1.4297,1.2004,1.4253,0.9785,0.7507,0.5978,0.7017,0.626,0.3807,0.4911,0.2693,1.8673,1.1695,0.2902,0.0,0.1468,1.4511,1.5054,2.384,2.3857,2.4113,1.0357,0.6222,0.8139,1.0409,3.0505,1.3035,1.1215,2.9721,2.3467,1.1685,2.2725,1.3586,1.314,3.2219,2.6185,3.5663,2.909,3.5083,1.7095,2.7523,2.6661,1.941,1.7006,2.7343,2.1715,2.6168,3.8783,2.4036,3.081,2.7317,3.1139,4.1257,5.199,11.6924,12.8845,2.3811,2.1388,2.3648,2.2441,1.6818,1.8093,2.0564,2.5534,2.4775,2.3741,2.7674,2.8136,3.2072,2.9782,2.7544,3.1956,2.7341,3.012,2.3172,1.9147,2.6311,2.2342,2.4168,2.307,1.8623,1.9428,2.4635,2.2096,2.4697,1.9524,2.384,4.2463,4.5052,3.8921,2.9514,3.8604,4.6946,4.1634,4.7327,4.7032,5.5458,4.0881,4.5197,3.944,4.0925,4.3872,4.0046,4.6927,4.5132,7.2858,5.7289,6.6031,5.7299,3.2764,2.9929,7.3071,5.2798,3.1668,4.6473,4.243,4.2978,4.6283,6.2976,6.0408,4.3917,4.3955,4.1541,6.242,6.0515,5.9087,6.1722,4.5069,3.4919,4.843,4.362,5.0138,3.7112,7.56,8.1332,5.2556,5.0438,4.3314,4.0846,5.7516,6.1555,6.7274,6.595,6.6593,7.0481,7.1221,7.7948,7.6062,8.5043,8.4054,8.3871,8.1098,8.6304,9.0826,8.9996,8.8905,9.1186,8.6841,7.8646,7.864,9.0659,7.3,3.8768,3.9586
6306.06,7.1808,6.7927,6.7928,6.8742,6.1574,6.3993,6.3429,5.124,4.8256,4.8511,4.7043,4.6992,4.5053,4.3548,4.2396,4.4189,5.0351,3.9434,4.1532,4.0083,4.0396,3.8014,3.8116,3.7968,3.6056,3.7478,4.1071,3.6103,3.6559,3.8332,4.8456,3.2646,3.3438,3.3979,3.2065,3.0658,3.097,3.017,3.2913,5.0944,3.0608,2.8848,3.0113,2.8266,2.784,2.8002,2.5921,2.7639,2.596,2.4551,2.579,2.5141,3.307,2.3588,2.306,2.4413,2.2074,2.2106,2.0388,2.0973,1.5725,1.3436,1.4824,1.0832,0.8975,0.7015,0.8408,0.7657,0.5259,0.6355,0.3831,1.8306,1.1494,0.311,0.1468,0.0,1.3707,1.4199,2.3114,2.3006,2.3249,0.9233,0.4765,0.6675,0.9061,2.9646,1.1814,0.9747,2.8791,2.2413,1.0234,2.1549,1.2126,1.1671,3.1167,2.5072,3.467,2.7971,3.4032,1.5629,2.626,2.5406,1.7942,1.5587,2.5996,2.03,2.4785,3.7654,2.2609,2.9425,2.5849,2.9681,3.9819,5.0664,11.5514,12.7382,2.4921,2.2498,2.469,2.3541,1.6931,1.8007,2.042,2.6288,2.5413,2.432,2.8191,2.8573,3.2982,3.0665,2.8404,3.273,2.8317,3.0799,2.3572,1.9367,2.6619,2.2466,2.4165,2.3823,1.9392,1.9976,2.5566,2.3177,2.486,2.0442,2.4907,4.3893,4.6382,4.0262,3.0802,3.9776,4.8314,4.2997,4.8194,4.8008,5.6543,4.1711,4.6376,4.01,4.213,4.5132,4.0976,4.8217,4.6552,7.3915,5.8599,6.7016,5.8332,3.3378,3.0329,7.4243,5.356,3.2963,4.7884,4.3666,4.4146,4.751,6.4086,6.1648,4.4454,4.5101,4.283,6.3626,6.1515,6.0058,6.2787,4.6422,3.6243,4.9681,4.5019,5.1022,3.8057,7.6783,8.2513,5.3492,5.1748,4.4631,4.2259,5.879,6.2822,6.8503,6.7145,6.7726,7.1597,7.2438,7.9026,7.731,8.6189,8.5156,8.5124,8.238,8.7517,9.1976,9.1221,9.0161,9.2474,8.8164,7.9795,7.9832,9.1858,7.3991,4.0131,4.0955
6364.07,7.3604,6.98,6.9263,6.9577,6.4514,6.2729,6.0988,5.6818,5.2828,5.3319,5.1958,5.3747,4.9518,4.9884,4.8126,5.1259,4.5668,4.4153,4.6393,4.5743,4.7314,4.2568,4.4117,4.084,4.1,4.4591,4.0022,4.2544,4.4302,3.8645,4.2216,3.7803,3.8816,4.1869,3.4156,3.4982,3.6604,3.5421,3.1485,4.2279,3.1172,3.5762,3.6942,3.0819,3.5055,3.4273,3.1852,2.9214,2.7852,2.8971,3.2992,3.069,2.7984,3.041,2.5351,2.602,2.7249,3.05,2.8104,1.8662,2.3806,2.2046,1.3474,1.5757,1.9741,1.4273,1.7701,1.7299,1.7446,1.8446,1.4174,0.6842,0.6154,1.6787,1.4511,1.3707,0.0,0.0787,0.9443,0.9354,0.962,0.5508,1.134,1.2379,0.8018,1.5999,0.5534,1.2287,1.5306,0.968,1.3828,1.011,1.1583,1.2798,1.8186,1.2685,2.1375,1.5521,2.1013,1.5286,1.5519,1.4624,1.6124,1.7858,1.6771,1.3983,1.6578,2.5075,1.6236,2.0753,2.1757,2.391,3.2194,3.9952,10.5902,11.991,3.8114,3.5707,3.8066,3.6773,2.9987,3.0532,3.2671,3.9992,3.9104,3.7981,4.1793,4.2077,4.6579,4.4293,4.2054,4.6429,4.1819,4.45,3.7051,3.259,3.9926,3.5432,3.6755,3.7526,3.309,3.3625,3.9139,3.6461,3.788,3.4033,3.8223,5.427,5.8187,5.2018,4.3113,5.2673,5.9678,5.4476,6.1838,6.1497,6.9742,5.5385,5.9217,5.3793,5.4857,5.7512,5.4544,6.0363,5.7094,8.7185,7.0512,8.0477,7.1685,4.705,4.3771,8.7057,6.7264,4.5189,5.8598,5.6214,5.7048,6.0089,7.7185,7.4094,5.805,5.809,5.5014,7.6279,7.4946,7.3552,7.6042,5.7987,4.8203,6.2101,5.5982,6.4649,5.1603,8.9536,9.527,6.7049,6.3698,5.6572,5.3018,7.101,7.5084,8.1009,7.9852,8.0729,8.4665,8.5002,9.2226,8.9664,9.9113,9.8265,9.7424,9.4455,10.0084,10.4876,10.3703,10.2429,10.4482,9.9844,9.2713,9.2532,10.4501,8.7438,5.1635,5.2388
