,4298.05,4413.08,4446.01,4446.05,4614.04,4659.02,4692.01,4846.01,4953.04,4993.13,4993.15,5001.08,5024.10,5073.08,5105.01,5114.06,5134.09,5137.10,5137.11,5175.08,5184.08,5207.01,5216.04,5238.05,5247.10,5256.06,5262.09,5288.12,5297.02,5303.08,5348.10,5359.11,5359.13,5368.03,5382.06,5391.06,5430.08,5430.10,5445.07,5450.04,5453.01,5470.10,5470.12,5492.05,5509.02,5539.06,5539.08,5561.04,5561.06,5569.06,5578.02,5610.09,5616.01,5653.12,5679.05,5679.08,5687.04,5696.03,5730.08,5788.12,5847.01,5922.04,6022.04,6030.04,6039.06,6072.11,6072.16,6115.06,6115.09,6157.04,6190.03,6206.08,6215.04,6233.04,6306.01,6306.06,6364.07,6364.10,6389.09,6432.08,6432.09,6450.05,6459.04,6459.07,6492.08,6498.10,6526.01,6535.04,6541.03,6551.02,6578.01,6593.15,6611.02,6611.07,6617.09,6626.01,6650.07,6659.09,6691.11,6726.01,6740.01,6740.10,6756.05,6765.01,6779.05,6786.02,6816.07,6830.04,6854.05,6948.10,6955.05,7023.04,7175.05,7188.13,8057.02,8358.03,HB101,HB103,HB105,HB106,HB201,HB202,HB203,HB301,HB302,HB303,HB304,HB305,HB401,HB402,HB407,HB408,HB409,HB410,HB501,HB502,HB503,HB505,HB506,HB601,HB602,HB603,HB608,HB609,HB610,HB611,HB612,JC002,JC003,JC006,JC008,JC009,JC013,JC014,JC018,JC019,JC020,JC022,JC023,JC024,JC027,JC032,JC034,JC035,JC038,JC051,JC052,JC053,JC055,JC057,JC059,JC063,JC065,JC066,JC072,JC074,JC075,JC076,JC077,JC078,JC080,JC081,JC082,JC084,JC093,JC094,JC095,JC097,JC098,JC099,JC102,JC103,JC105,JC107,JC108,JC109,JC110,JC115,JC116,JC117,JC118,JC119,JC120,JC121,JC122,JC123,JC124,JC127,JC130,JC131,JC132,JC133,JC134,JC135,JC137,JC138,JC139,JC140,JC142,JC143,JC144,JC145,JC148,JC149
JC053,8.5499,8.3004,8.5127,8.7525,7.5583,9.2273,9.5818,6.1453,6.4809,6.397,6.3307,5.6038,6.4613,5.7617,5.9839,5.4713,9.4016,6.3137,6.2815,6.0036,5.5529,6.3581,5.8932,6.8541,6.2354,5.5174,7.9877,5.7648,5.311,7.5468,9.6641,6.1896,6.1202,5.3266,6.9777,6.4254,6.0764,6.1904,7.776,10.4211,7.2983,5.7708,5.7603,6.8448,5.7198,5.9648,6.1009,7.0473,6.9736,6.4676,5.7936,6.2087,8.4877,5.9638,6.8972,7.022,6.3628,5.6658,5.902,7.5898,6.078,6.129,7.3832,6.7723,6.1444,6.7147,6.3826,6.3971,6.3081,6.2137,6.6391,8.3331,7.6361,6.4117,6.6031,6.7016,8.0477,8.1058,8.9576,8.9827,9.0097,7.6224,7.0773,7.1283,7.5485,9.6463,7.8623,7.3838,9.5747,8.942,7.3111,8.8343,7.6591,7.5326,9.8167,9.2003,10.1684,9.4878,10.1031,7.79,9.2551,9.177,8.0225,7.5407,9.1477,8.4995,8.9784,10.4496,8.6781,9.4102,8.7135,9.1657,10.2057,11.5647,17.6342,18.2543,4.2445,4.4823,4.2412,4.3751,5.4179,5.539,5.4898,4.1425,4.3045,4.4483,4.1813,4.2507,3.4143,3.6531,3.8844,3.5194,3.87,3.7839,4.6745,5.1588,4.5591,5.0561,5.1283,4.3779,4.7972,4.8524,4.1475,4.4036,4.8633,4.6599,4.2267,3.955,3.0112,3.4227,3.9284,2.8976,3.1996,3.3999,1.9655,1.9011,1.2022,2.6195,2.3389,3.0113,2.768,2.7268,2.614,2.6734,3.7699,0.8366,2.4227,0.0,0.9124,3.635,4.1735,1.4989,1.7494,3.7736,3.6239,2.7385,2.4986,2.4192,0.8443,1.8032,2.9636,2.3661,3.0114,1.5121,0.5574,0.7003,0.6484,3.1608,3.6173,2.3813,3.5885,1.677,2.8999,1.7254,2.1232,1.3757,2.6279,3.0317,3.8247,2.1189,1.9951,1.7145,1.4245,0.9737,0.9854,1.7498,1.3576,2.2375,2.2583,1.9974,2.7972,2.8402,2.7137,2.7974,3.0978,3.2094,3.6274,3.6044,1.7331,1.9906,3.0073,0.698,3.5601,3.5453
JC055,7.8504,7.5805,7.7804,8.0134,6.8221,8.4269,8.761,5.3759,5.6773,5.5976,5.5219,4.8101,5.6353,4.9376,5.1487,4.6557,8.5211,5.4562,5.4364,5.1534,4.7085,5.4926,5.0326,5.9818,5.3617,4.6547,7.1072,4.894,4.4427,6.6646,8.77,5.302,5.236,4.4447,6.0825,5.53,5.1833,5.2945,6.8743,9.5171,6.3965,4.871,4.8643,5.9413,4.8171,5.063,5.1946,6.1414,6.0654,5.5588,4.8866,5.3011,7.5787,5.0538,5.9861,6.1118,5.4515,4.7538,4.9896,6.6776,5.1678,5.2219,6.4763,5.8687,5.2493,5.8203,5.4857,5.5024,5.4253,5.3287,5.7552,7.437,6.7436,5.5489,5.7299,5.8332,7.1685,7.2282,8.0708,8.1021,8.1298,6.756,6.222,6.2842,6.6937,8.7644,7.0022,6.5487,8.6979,8.0744,6.4835,7.9766,6.8256,6.7038,8.9498,8.338,9.2961,8.6268,9.2363,6.9777,8.4101,8.3303,7.2144,6.7422,8.3159,7.6733,8.1523,9.592,7.8596,8.5914,7.9262,8.3771,9.4244,10.7511,16.9082,17.6173,3.358,3.5981,3.3652,3.4913,4.6246,4.7668,4.7425,3.3231,3.5041,3.6522,3.4248,3.5148,2.5745,2.8163,3.0479,2.7257,3.0063,3.0076,3.9012,4.3746,3.8267,4.3067,4.408,3.5496,3.9542,4.0376,3.2908,3.5226,4.133,3.8004,3.3468,3.1295,2.175,2.5357,3.0165,1.9856,2.4084,2.5409,1.2699,1.0663,0.3441,1.8676,1.4355,2.3444,1.8582,1.8459,1.7884,1.8416,2.9729,1.5654,1.8619,0.9124,0.0,2.9014,3.4641,1.8439,1.3769,2.8612,2.8421,1.8397,1.5874,1.5439,0.7401,1.3802,2.4479,1.4541,2.1247,1.2241,0.368,0.38,0.4835,2.3356,2.7109,1.5485,2.7646,1.0219,2.0577,2.1126,2.6342,0.6851,1.8728,2.17,2.9767,1.5632,1.6152,1.6605,1.371,1.1285,1.4268,1.8935,2.0893,2.4538,2.8975,2.7224,3.1606,3.0785,3.2119,3.4706,3.6064,3.6336,4.0011,3.8335,2.2863,2.4229,3.58,1.5886,2.679,2.6714
JC057,8.0596,7.7064,7.8237,8.0006,6.9322,8.0037,8.1681,5.4844,5.5155,5.4774,5.3472,4.8689,5.3137,4.754,4.8343,4.5957,7.3803,4.884,4.9856,4.7058,4.4038,4.8321,4.5058,5.1723,4.6304,4.186,6.0721,4.2848,3.9646,5.6511,7.4262,4.3975,4.3914,3.7998,4.9414,4.4633,4.2124,4.2553,5.5245,7.9535,5.0903,3.8356,3.9056,4.649,3.7289,3.9473,3.9402,4.7649,4.6276,4.1668,3.6666,3.9866,5.9768,3.6872,4.4284,4.5877,3.9509,3.3163,3.4432,4.8322,3.3557,3.2873,4.4176,3.7805,3.0728,3.582,3.3133,3.296,3.0813,3.0167,3.3975,5.1352,4.4266,3.0276,3.2764,3.3378,4.705,4.7495,5.6482,5.6249,5.6467,4.2116,3.6262,3.6291,4.0827,6.2842,4.4129,3.8491,6.1812,5.5079,3.7567,5.3562,4.1158,3.9782,6.3664,5.7368,6.7401,6.0149,6.6484,4.1978,5.7268,5.6547,4.4219,3.9296,5.5848,4.9287,5.404,6.953,5.0906,5.8197,5.0879,5.5402,6.5749,7.9595,14.0128,14.7305,1.4826,1.5908,1.3424,1.5189,1.8217,1.9131,1.8548,0.7824,0.7995,0.9073,0.5576,0.6166,0.7776,0.7308,0.7794,0.4102,1.0361,0.3046,1.0617,1.5523,0.9272,1.4212,1.5067,1.0076,1.4384,1.3432,1.0838,1.4992,1.2333,1.4505,1.3833,3.4685,2.9563,2.6273,2.0003,1.8596,3.3078,2.9185,1.6705,1.8568,2.8592,1.0338,2.3091,0.6818,2.1202,2.542,1.1913,2.8893,3.5641,4.4259,3.808,3.635,2.9014,0.0,0.5731,4.7194,2.0668,2.0873,3.5769,2.3395,2.111,2.5726,3.6098,3.7814,1.1327,2.1058,2.5223,3.8382,3.1349,2.9458,3.3848,3.0834,2.3392,2.8307,3.2836,1.958,1.0435,4.9894,5.5287,2.2711,3.2523,2.7708,3.2127,3.6629,3.9818,4.3548,4.1229,4.0048,4.3277,4.6832,4.9586,5.2381,5.797,5.6005,5.9943,5.8391,6.0975,6.3672,6.4908,6.4857,6.8181,6.5497,5.1873,5.3036,6.4781,4.3183,2.7523,2.8297
JC059,8.3307,7.968,8.069,8.2333,7.2036,8.1586,8.2863,5.7878,5.7709,5.7413,5.6051,5.183,5.5453,5.0302,5.0835,4.8997,7.3904,5.0809,5.2032,4.9344,4.6721,5.0127,4.7268,5.309,4.8039,4.433,6.1326,4.499,4.221,5.7275,7.387,4.5429,4.5504,4.0318,5.0097,4.5681,4.3512,4.3761,5.523,7.8518,5.1128,3.9789,4.063,4.6906,3.8657,4.065,4.0236,4.7804,4.632,4.2028,3.7744,4.052,5.898,3.7554,4.4078,4.5702,3.9678,3.3889,3.4761,4.7135,3.3123,3.2071,4.244,3.6206,2.9166,3.3751,3.1448,3.1153,2.8555,2.8082,3.1505,4.8594,4.1612,2.7231,2.9929,3.0329,4.3771,4.4147,5.3205,5.2773,5.2964,3.8602,3.2651,3.2389,3.7042,5.9278,4.0381,3.4321,5.8125,5.1272,3.3269,4.9551,3.6893,3.5456,5.9707,5.3398,6.3518,5.6109,6.2488,3.7334,5.2955,5.2273,3.9485,3.4488,5.1334,4.4759,4.9458,6.5315,4.6244,5.3478,4.5842,5.0355,6.06,7.4706,13.4627,14.1603,1.6579,1.6853,1.4938,1.6453,1.3993,1.4352,1.3348,0.847,0.6936,0.7031,0.3298,0.1933,1.2457,1.1079,1.0338,0.8972,1.3168,0.6216,0.6759,1.1286,0.4091,0.9175,0.955,0.9654,1.2923,1.0753,1.231,1.6083,0.6982,1.4065,1.5489,3.8877,3.4571,3.0747,2.3291,2.3702,3.8006,3.3784,2.2176,2.4269,3.4304,1.5984,2.8611,1.1681,2.6405,3.0635,1.7633,3.4167,4.0104,4.9752,4.3607,4.1735,3.4641,0.5731,0.0,5.2885,2.5442,2.4553,4.0393,2.8605,2.6557,3.1169,4.1779,4.3512,1.4515,2.66,3.0165,4.411,3.6859,3.4918,3.9476,3.5733,2.7476,3.3766,3.7365,2.5004,1.5993,5.5585,6.0951,2.8219,3.7866,3.2663,3.6337,4.2246,4.5494,4.9278,4.6958,4.5731,4.8909,5.2559,5.5081,5.8111,6.356,6.1508,6.5666,6.4121,6.6659,6.9239,7.0596,7.0575,7.391,7.1217,5.7504,5.8725,7.0433,4.849,3.1859,3.2684
JC063,7.8781,7.6816,7.9199,8.1723,6.9967,8.8133,9.2307,5.7175,6.1437,6.0493,6.016,5.2712,6.2009,5.5217,5.7755,5.2153,9.3197,6.1847,6.1005,5.854,5.3989,6.2643,5.7936,6.779,6.1871,5.4434,7.9306,5.7191,5.2731,7.5095,9.67,6.2236,6.1354,5.36,7.0425,6.5066,6.1524,6.2838,7.8795,10.5104,7.4136,5.911,5.8688,6.9889,5.889,6.1166,6.2976,7.2134,7.1731,6.6886,6.0099,6.4204,8.6725,6.2233,7.1569,7.2572,6.6409,5.9884,6.2442,7.9393,6.5166,6.6164,7.848,7.2851,6.7383,7.3033,6.959,6.9885,6.9708,6.8663,7.2914,8.8872,8.2235,7.1608,7.3071,7.4243,8.7057,8.7715,9.5658,9.6251,9.6555,8.3428,7.8463,7.9348,8.3143,10.2767,8.6056,8.2162,10.2314,9.6456,8.1661,9.5789,8.4939,8.3824,10.5171,9.924,10.8429,10.2148,10.8023,8.6829,10.0423,9.9589,8.9248,8.4695,9.9776,9.35,9.8262,11.1843,9.5493,10.2763,9.6621,10.1094,11.1621,12.4367,18.6906,19.4486,4.9376,5.1789,4.982,5.077,6.3757,6.5391,6.5363,5.0593,5.2613,5.412,5.2233,5.3257,4.2986,4.5382,4.7641,4.5037,4.669,4.7963,5.6809,6.1385,5.637,6.1021,6.2212,5.2684,5.639,5.7682,4.9615,5.1178,5.9422,5.452,4.9513,3.8368,3.0444,3.6177,4.403,3.4469,3.0654,3.4645,3.1135,2.8627,1.8647,3.691,2.7876,4.1862,3.22,2.9804,3.5595,2.7518,3.5796,0.8829,1.9554,1.4989,1.8439,4.7194,5.2885,0.0,3.1233,4.2042,3.406,3.0905,3.0098,2.7035,1.1118,1.3767,4.2753,2.9175,3.253,1.0962,1.7252,1.9418,1.3721,3.1352,3.9411,2.5265,3.5029,2.8621,3.7963,0.2701,0.8299,2.5242,2.507,3.1554,3.8002,1.7548,1.3871,0.7438,0.7337,0.7171,0.5137,0.4279,0.8989,0.7505,1.2174,1.2461,1.3324,1.3413,1.3787,1.7857,1.7715,1.7917,2.175,2.1058,0.5906,0.5844,1.7788,1.3502,3.7087,3.6593
JC065,8.7037,8.3987,8.5711,8.7866,7.6199,9.0446,9.3133,6.1335,6.3388,6.2731,6.1728,5.5257,6.2306,5.5615,5.7282,5.3164,8.8275,5.9403,5.9709,5.6777,5.2714,5.9404,5.518,6.3823,5.7737,5.1457,7.4372,5.3376,4.9175,6.994,8.9833,5.6356,5.5932,4.8477,6.3377,5.8002,5.4822,5.5676,7.0526,9.6292,6.5838,5.1259,5.1533,6.1219,5.0453,5.2911,5.365,6.2882,6.1806,5.6793,5.0582,5.448,7.6462,5.1654,6.0406,6.1864,5.516,4.817,5.0127,6.602,5.0672,5.0603,6.2797,5.6428,4.9574,5.5068,5.2027,5.2004,5.0397,4.9603,5.3676,7.1069,6.3962,5.05,5.2798,5.356,6.7264,6.7756,7.6638,7.6556,7.679,6.2516,5.6746,5.6889,6.1367,8.3185,6.4642,5.9147,8.2239,7.5589,5.8235,7.4159,6.1822,6.045,8.4226,7.7946,8.7924,8.0747,8.706,6.2609,7.7931,7.7206,6.482,5.9859,7.6511,6.9946,7.4692,9.0172,7.1537,7.8811,7.1284,7.5798,8.6024,10.0127,15.9501,16.5177,3.0914,3.2987,3.0292,3.1963,3.8881,3.9668,3.879,2.7273,2.8308,2.9578,2.6234,2.656,2.1281,2.3302,2.5398,2.0843,2.6298,2.287,3.1277,3.6178,2.9488,3.4577,3.4887,2.9738,3.4179,3.3895,2.8555,3.2068,3.2422,3.347,3.0365,3.8436,2.9523,3.0529,3.0981,2.217,3.277,3.194,0.6958,1.0721,1.5793,1.2169,2.0355,1.3894,2.268,2.5014,1.4259,2.6804,3.7771,2.5857,3.0913,1.7494,1.3769,2.0668,2.5442,3.1233,0.0,3.0278,3.6926,2.3829,2.0302,2.2887,2.0816,2.7178,1.2215,1.906,2.7003,2.5968,1.3986,1.1823,1.777,3.1254,3.0403,2.4369,3.514,0.5837,1.7044,3.3806,3.8425,0.7741,2.8753,2.859,3.6289,2.8212,2.9549,3.0348,2.7407,2.4388,2.6414,3.2412,3.1049,3.793,4.007,3.7407,4.4557,4.4187,4.4341,4.5455,4.8243,4.9029,5.298,5.1816,3.4613,3.6746,4.7499,2.3694,3.214,3.2447
JC066,5.9978,5.6534,5.7858,5.9754,4.8736,6.0918,6.3228,3.4085,3.4824,3.4349,3.3129,2.7893,3.315,2.7057,2.8187,2.5236,5.8057,2.9552,3.0162,2.7251,2.3704,2.938,2.5443,3.3611,2.7605,2.1896,4.4103,2.3451,1.96,3.9667,5.9885,2.6084,2.5687,1.8481,3.3195,2.7767,2.4547,2.5427,4.0659,6.6882,3.5905,2.1019,2.1257,3.1289,2.0266,2.2743,2.3713,3.3137,3.2247,2.7168,2.0611,2.4676,4.7303,2.2052,3.1295,3.2597,2.5944,1.8937,2.1284,3.8208,2.3327,2.4164,3.6601,3.0828,2.5451,3.1043,2.7592,2.7923,2.8084,2.6998,3.1167,4.6833,4.0211,3.0671,3.1668,3.2963,4.5189,4.5874,5.3636,5.4291,5.4603,4.1935,3.7494,3.8759,4.2019,6.0765,4.4687,4.1784,6.0371,5.4721,4.1598,5.4296,4.4496,4.3608,6.3367,5.7589,6.6518,6.0491,6.6201,4.7097,5.9187,5.8322,4.9562,4.5623,5.8935,5.3008,5.7636,7.0165,5.5199,6.2253,5.7387,6.1648,7.2107,8.3619,14.7993,15.834,1.0117,1.1963,1.1514,1.1296,2.7262,2.9695,3.096,1.6756,1.9107,2.0237,2.1631,2.3331,1.3276,1.3683,1.4248,1.6807,1.1468,1.8638,2.3308,2.5915,2.5325,2.7551,2.993,1.7212,1.8587,2.138,1.3277,1.1851,2.743,1.6032,1.0928,1.4543,1.3551,0.7687,0.219,0.8848,1.5994,1.0776,2.3336,2.0541,2.5952,1.9545,1.4637,2.2936,1.0184,1.2326,1.6382,1.5261,1.623,4.3213,2.5647,3.7736,2.8612,2.0873,2.4553,4.2042,3.0278,0.0,1.6945,1.115,1.2782,1.5009,3.2815,2.8905,2.8709,1.4078,0.9876,3.1163,3.2233,3.1435,3.2272,1.3868,0.3567,1.6916,1.3797,2.5256,1.4235,4.4456,5.018,2.6191,1.8799,1.1718,1.2083,2.5874,2.9931,3.5824,3.4765,3.6062,4.01,3.9828,4.7935,4.449,5.4183,5.3674,5.2272,4.9434,5.4901,5.9898,5.8514,5.7294,5.9519,5.5232,4.7805,4.7408,5.9335,4.4367,0.8142,0.9042
JC072,5.0374,4.7523,4.9449,5.1749,3.9864,5.6035,5.963,2.534,2.8578,2.7733,2.7098,1.9799,2.8547,2.1579,2.3971,1.859,5.919,2.7836,2.7132,2.4555,1.9987,2.859,2.3878,3.3733,2.7824,2.0389,4.5252,2.317,1.8776,4.1035,6.2644,2.8377,2.7444,1.9937,3.6574,3.136,2.7864,2.924,4.5001,7.1137,4.0443,2.5948,2.5311,3.6416,2.5978,2.8004,3.01,3.8745,3.8572,3.405,2.7555,3.1402,5.321,2.9994,3.8889,3.9656,3.4124,2.8563,3.1146,4.727,3.4931,3.6558,4.7693,4.3062,3.9389,4.4404,4.107,4.1588,4.269,4.1577,4.5381,5.8778,5.2946,4.6046,4.6473,4.7884,5.8598,5.9346,6.6047,6.7119,6.746,5.6264,5.261,5.4172,5.6844,7.3223,5.9131,5.7277,7.3167,6.8278,5.7299,6.8337,5.9879,5.9168,7.6596,7.1275,7.9351,7.4118,7.9335,6.287,7.3514,7.2623,6.5316,6.1728,7.3705,6.8183,7.2622,8.36,7.0484,7.7264,7.3242,7.7344,8.7647,9.8175,16.3397,17.4637,2.7054,2.8775,2.8455,2.819,4.4184,4.6635,4.7895,3.3304,3.572,3.6957,3.7802,3.9461,2.8071,2.9331,3.0492,3.174,2.7912,3.42,4.0072,4.2857,4.1785,4.4399,4.6702,3.4041,3.5509,3.8324,3.0079,2.8749,4.411,3.2935,2.7873,0.4611,0.7417,0.9688,1.8942,1.7552,0.4345,0.6609,3.0673,2.6313,2.4984,3.0372,1.6597,3.5453,1.5494,1.2063,2.6822,1.0281,0.1764,3.8564,1.4536,3.6239,2.8421,3.5769,4.0393,3.406,3.6926,1.6945,0.0,1.3654,1.7101,1.4068,2.8626,2.0542,4.0452,1.8122,1.0903,2.3769,3.1826,3.2171,2.9769,0.5701,1.3451,1.3075,0.3149,3.109,2.632,3.5847,4.1123,3.0069,0.9975,0.8674,0.5629,1.6657,2.0196,2.6706,2.7087,3.0345,3.4205,3.0584,4.2039,3.3774,4.579,4.6519,4.0934,3.7323,4.4606,5.1017,4.769,4.5659,4.6933,4.1732,3.9899,3.8242,4.9185,4.1381,0.8827,0.7934
JC074,6.3234,6.016,6.1885,6.4051,5.237,6.7019,7.001,3.7509,3.9725,3.9028,3.8088,3.1454,3.8869,3.203,3.3883,2.9454,6.6868,3.6539,3.6549,3.3654,2.9359,3.6784,3.228,4.1575,3.5373,2.8494,5.2736,3.075,2.6299,4.8301,6.9303,3.4647,3.4012,2.6133,4.2428,3.6903,3.3438,3.4548,5.0375,7.6829,4.5598,3.0326,3.0247,4.1066,2.9814,3.2263,3.3653,4.3107,4.241,3.737,3.0595,3.4756,5.7565,3.2395,4.1777,4.2966,3.6462,2.9609,3.2075,4.9084,3.4419,3.531,4.7717,4.1978,3.6503,4.2136,3.869,3.8996,3.8956,3.7891,4.2113,5.798,5.1331,4.1188,4.243,4.3666,5.6214,5.6884,6.4755,6.537,6.5677,5.2765,4.8058,4.9146,5.2671,7.187,5.5462,5.2088,7.144,6.5683,5.1757,6.5142,5.4842,5.3848,7.4366,6.8512,7.7571,7.1419,7.721,5.7141,6.9924,6.9072,5.96,5.537,6.9501,6.3408,6.8106,8.1108,6.5521,7.2686,6.7276,7.1643,8.2166,9.4186,15.7967,16.7408,1.9244,2.1561,2.0068,2.063,3.5512,3.7638,3.8339,2.2942,2.5334,2.6768,2.653,2.8056,1.6219,1.808,1.985,1.964,1.7895,2.2449,2.986,3.3605,3.0787,3.4337,3.6277,2.4403,2.7205,2.9295,2.0666,2.111,3.3499,2.4942,1.9634,1.4614,0.6474,0.7097,1.3128,0.4955,1.0079,0.8112,1.7251,1.3109,1.5377,1.6795,0.4074,2.2066,0.22,0.203,1.3287,0.5588,1.4194,3.2267,1.5755,2.7385,1.8397,2.3395,2.8605,3.0905,2.3829,1.115,1.3654,0.0,0.3545,0.3877,2.1799,1.7983,2.6856,0.4781,0.3191,2.0067,2.2077,2.1672,2.1535,0.8042,0.8888,0.6078,1.1436,1.8071,1.3234,3.3342,3.9072,1.7762,0.9375,0.4983,1.2478,1.5312,1.9251,2.4846,2.3651,2.4942,2.8994,2.8809,3.6874,3.3651,4.3037,4.2544,4.1473,3.8869,4.3897,4.876,4.7568,4.6516,4.898,4.5084,3.6656,3.6321,4.8291,3.3746,0.864,0.8774
JC075,6.6776,6.3695,6.5408,6.7566,5.5901,7.0405,7.3318,4.1033,4.3173,4.2491,4.1528,3.496,4.2244,3.5447,3.7241,3.2916,6.9779,3.9745,3.9839,3.6928,3.2697,3.9924,3.5487,4.4631,3.8441,3.1709,5.5672,3.3874,2.948,5.1226,7.2031,3.7541,3.6958,2.9156,4.5171,3.9656,3.6243,3.7295,5.2969,7.9353,4.8191,3.2993,3.3005,4.3616,3.2401,3.4873,3.6114,4.5583,4.4796,3.9726,3.3025,3.7161,5.992,3.4666,4.3988,4.5245,3.8643,3.1676,3.4056,5.0989,3.6027,3.6723,4.9236,4.331,3.7475,4.3169,3.9753,3.9997,3.965,3.8618,4.2881,5.9201,5.2411,4.1521,4.2978,4.4146,5.7048,5.7693,6.5802,6.6297,6.6594,5.3335,4.8384,4.9322,5.3054,7.2858,5.5959,5.2183,7.2336,6.6389,5.1751,6.5692,5.4955,5.3887,7.5116,6.9155,7.8422,7.2062,7.7973,5.7028,7.0335,6.9498,5.9471,5.508,6.9744,6.3528,6.827,8.1758,6.5572,7.2805,6.702,7.1441,8.1979,9.4381,15.7633,16.6532,1.9302,2.1707,1.9849,2.07,3.4688,3.6657,3.7133,2.1735,2.4039,2.5523,2.4783,2.6211,1.4496,1.6622,1.8631,1.7619,1.7089,2.055,2.8532,3.2596,2.9089,3.2988,3.4747,2.347,2.6717,2.8468,1.9986,2.1124,3.193,2.465,1.95,1.8154,0.9776,1.0375,1.4463,0.4378,1.3331,1.1649,1.3706,0.9589,1.3175,1.3612,0.23,1.9062,0.2748,0.5078,1.0215,0.8052,1.771,3.0522,1.7084,2.4986,1.5874,2.111,2.6557,3.0098,2.0302,1.2782,1.7101,0.3545,0.0,0.4617,2.0232,1.8035,2.3597,0.1395,0.6701,1.9601,1.9524,1.8881,1.951,1.1429,1.1321,0.7209,1.4971,1.457,1.07,3.2647,3.8372,1.4452,1.1472,0.8472,1.5988,1.6011,1.9657,2.4638,2.3048,2.3686,2.7652,2.8457,3.5359,3.3593,4.2079,4.1263,4.1416,3.9124,4.3471,4.7856,4.7243,4.6461,4.9201,4.5693,3.568,3.5714,4.7754,3.1586,1.1967,1.2194
JC076,6.4379,6.1451,6.3297,6.554,5.3728,6.9089,7.2294,3.8997,4.1639,4.0884,4.0046,3.3115,4.1048,3.4104,3.6134,3.1368,6.9834,3.9126,3.896,3.6115,3.1693,3.9489,3.4888,4.4396,3.8199,3.1108,5.5694,3.3512,2.8992,5.128,7.2469,3.7705,3.701,2.9076,4.5622,4.0104,3.6599,3.7763,5.3686,8.0167,4.8918,3.3629,3.3467,4.4431,3.3185,3.5606,3.7103,4.6523,4.5888,4.0877,3.4075,3.8239,6.1042,3.5965,4.5359,4.6509,4.0069,3.3284,3.5779,5.2793,3.823,3.9155,5.1537,4.5831,4.038,4.6012,4.2566,4.2873,4.2822,4.1759,4.5985,6.1842,5.5204,4.5008,4.6283,4.751,6.0089,6.0759,6.8628,6.9246,6.9554,5.6623,5.188,5.2939,5.6505,7.5745,5.9312,5.5864,7.5317,6.9554,5.5507,6.9,5.8623,5.761,7.824,7.2379,8.1448,7.5287,8.1084,6.0863,7.3765,7.2915,6.3318,5.9034,7.3313,6.7193,7.1902,8.4977,6.929,7.6473,7.0956,7.5341,8.5872,9.7992,16.1632,17.0838,2.297,2.5317,2.3711,2.4364,3.8935,4.0981,4.1552,2.6131,2.8474,2.9942,2.9351,3.0798,1.9036,2.1092,2.3021,2.2222,2.1284,2.5141,3.2986,3.6928,3.3651,3.7456,3.9271,2.775,3.0766,3.2707,2.4126,2.483,3.6463,2.8573,2.3304,1.6145,0.6739,1.0059,1.7003,0.82,0.9885,1.0002,1.6861,1.2393,1.2199,1.7887,0.289,2.3453,0.5503,0.3089,1.4634,0.3971,1.5036,2.863,1.2521,2.4192,1.5439,2.5726,3.1169,2.7035,2.2887,1.5009,1.4068,0.3877,0.4617,0.0,1.8134,1.4159,2.769,0.4885,0.597,1.619,1.9084,1.8955,1.8116,0.8464,1.2561,0.2604,1.2596,1.7051,1.5309,2.9466,3.5195,1.6044,0.6941,0.63,1.441,1.169,1.5529,2.0993,1.9774,2.1156,2.522,2.4943,3.3137,2.9831,3.9175,3.8735,3.7659,3.5133,4.0031,4.4891,4.3713,4.2705,4.5241,4.1485,3.2799,3.2444,4.4418,3.0335,1.1408,1.1284
